Data e ora,Temp. [°C],Prec. [mm],Data,Ora
06.09.2019 13:30,16.9,0.0,06.09.2019,13:30
06.09.2019 13:40,16.8,0.0,06.09.2019,13:40
06.09.2019 13:50,17.0,0.0,06.09.2019,13:50
06.09.2019 14:00,17.3,0.0,06.09.2019,14:00
06.09.2019 14:10,17.1,0.0,06.09.2019,14:10
06.09.2019 14:20,16.8,0.0,06.09.2019,14:20
06.09.2019 14:30,16.7,0.0,06.09.2019,14:30
06.09.2019 14:40,16.6,0.0,06.09.2019,14:40
06.09.2019 14:50,16.9,0.0,06.09.2019,14:50
06.09.2019 15:00,17.4,0.0,06.09.2019,15:00
06.09.2019 15:10,17.1,0.0,06.09.2019,15:10
06.09.2019 15:20,17.3,0.0,06.09.2019,15:20
06.09.2019 15:30,17.0,0.0,06.09.2019,15:30
06.09.2019 15:40,17.2,0.0,06.09.2019,15:40
06.09.2019 15:50,17.2,0.0,06.09.2019,15:50
06.09.2019 16:00,17.2,0.0,06.09.2019,16:00
06.09.2019 16:10,17.3,0.0,06.09.2019,16:10
06.09.2019 16:20,17.2,0.0,06.09.2019,16:20
06.09.2019 16:30,17.0,0.0,06.09.2019,16:30
06.09.2019 16:40,17.0,0.0,06.09.2019,16:40
06.09.2019 16:50,16.8,0.0,06.09.2019,16:50
06.09.2019 17:00,16.7,0.0,06.09.2019,17:00
06.09.2019 17:10,16.4,0.0,06.09.2019,17:10
06.09.2019 17:20,16.5,0.0,06.09.2019,17:20
06.09.2019 17:30,16.3,0.0,06.09.2019,17:30
06.09.2019 17:40,16.2,0.0,06.09.2019,17:40
06.09.2019 17:50,16.1,0.0,06.09.2019,17:50
06.09.2019 18:00,16.1,0.0,06.09.2019,18:00
06.09.2019 18:10,16.2,0.0,06.09.2019,18:10
06.09.2019 18:20,16.1,0.0,06.09.2019,18:20
06.09.2019 18:30,15.9,0.0,06.09.2019,18:30
06.09.2019 18:40,16.0,0.0,06.09.2019,18:40
06.09.2019 18:50,16.1,0.0,06.09.2019,18:50
06.09.2019 19:00,16.2,0.0,06.09.2019,19:00
06.09.2019 19:10,16.1,0.0,06.09.2019,19:10
06.09.2019 19:20,15.9,0.0,06.09.2019,19:20
06.09.2019 19:30,15.8,0.0,06.09.2019,19:30
06.09.2019 19:40,15.6,0.0,06.09.2019,19:40
06.09.2019 19:50,15.8,0.0,06.09.2019,19:50
06.09.2019 20:00,15.7,0.0,06.09.2019,20:00
06.09.2019 20:10,15.6,0.0,06.09.2019,20:10
06.09.2019 20:20,15.5,0.0,06.09.2019,20:20
06.09.2019 20:30,15.6,0.0,06.09.2019,20:30
06.09.2019 20:40,15.5,0.0,06.09.2019,20:40
06.09.2019 20:50,15.4,0.0,06.09.2019,20:50
06.09.2019 21:00,15.5,0.0,06.09.2019,21:00
06.09.2019 21:10,15.5,0.0,06.09.2019,21:10
06.09.2019 21:20,15.3,0.0,06.09.2019,21:20
06.09.2019 21:30,15.2,0.0,06.09.2019,21:30
06.09.2019 21:40,15.1,0.0,06.09.2019,21:40
06.09.2019 21:50,15.0,0.0,06.09.2019,21:50
06.09.2019 22:00,15.2,0.0,06.09.2019,22:00
06.09.2019 22:10,15.1,0.0,06.09.2019,22:10
06.09.2019 22:20,15.1,0.0,06.09.2019,22:20
06.09.2019 22:30,15.0,0.0,06.09.2019,22:30
06.09.2019 22:40,15.1,0.0,06.09.2019,22:40
06.09.2019 22:50,14.9,0.0,06.09.2019,22:50
06.09.2019 23:00,14.9,0.0,06.09.2019,23:00
06.09.2019 23:10,15.0,0.0,06.09.2019,23:10
06.09.2019 23:20,15.0,0.0,06.09.2019,23:20
06.09.2019 23:30,14.5,0.0,06.09.2019,23:30
06.09.2019 23:40,14.3,0.0,06.09.2019,23:40
06.09.2019 23:50,14.3,0.0,06.09.2019,23:50
07.09.2019 00:00,14.1,0.0,07.09.2019,00:00
07.09.2019 00:10,14.2,0.0,07.09.2019,00:10
07.09.2019 00:20,14.0,0.0,07.09.2019,00:20
07.09.2019 00:30,13.9,0.0,07.09.2019,00:30
07.09.2019 00:40,13.9,0.0,07.09.2019,00:40
07.09.2019 00:50,13.9,0.0,07.09.2019,00:50
07.09.2019 01:00,13.9,0.0,07.09.2019,01:00
07.09.2019 01:10,14.0,0.0,07.09.2019,01:10
07.09.2019 01:20,13.7,0.0,07.09.2019,01:20
07.09.2019 01:30,14.0,0.0,07.09.2019,01:30
07.09.2019 01:40,13.7,0.0,07.09.2019,01:40
07.09.2019 01:50,13.7,0.0,07.09.2019,01:50
07.09.2019 02:00,13.5,0.0,07.09.2019,02:00
07.09.2019 02:10,13.4,0.0,07.09.2019,02:10
07.09.2019 02:20,13.4,0.0,07.09.2019,02:20
07.09.2019 02:30,13.4,0.0,07.09.2019,02:30
07.09.2019 02:40,13.3,0.0,07.09.2019,02:40
07.09.2019 02:50,13.2,0.0,07.09.2019,02:50
07.09.2019 03:00,13.3,0.0,07.09.2019,03:00
07.09.2019 03:10,12.9,0.0,07.09.2019,03:10
07.09.2019 03:20,13.1,0.0,07.09.2019,03:20
07.09.2019 03:30,12.8,0.0,07.09.2019,03:30
07.09.2019 03:40,12.7,0.0,07.09.2019,03:40
07.09.2019 03:50,12.5,0.0,07.09.2019,03:50
07.09.2019 04:00,12.8,0.0,07.09.2019,04:00
07.09.2019 04:10,12.6,0.0,07.09.2019,04:10
07.09.2019 04:20,12.4,0.0,07.09.2019,04:20
07.09.2019 04:30,12.4,0.0,07.09.2019,04:30
07.09.2019 04:40,12.3,0.0,07.09.2019,04:40
07.09.2019 04:50,12.3,0.0,07.09.2019,04:50
07.09.2019 05:00,12.4,0.0,07.09.2019,05:00
07.09.2019 05:10,12.2,0.0,07.09.2019,05:10
07.09.2019 05:20,12.2,0.0,07.09.2019,05:20
07.09.2019 05:30,12.5,0.0,07.09.2019,05:30
07.09.2019 05:40,12.4,0.0,07.09.2019,05:40
07.09.2019 05:50,12.6,0.0,07.09.2019,05:50
07.09.2019 06:00,12.9,0.0,07.09.2019,06:00
07.09.2019 06:10,12.9,0.0,07.09.2019,06:10
07.09.2019 06:20,13.2,0.0,07.09.2019,06:20
07.09.2019 06:30,13.5,0.0,07.09.2019,06:30
07.09.2019 06:40,13.9,0.0,07.09.2019,06:40
07.09.2019 06:50,14.4,0.0,07.09.2019,06:50
07.09.2019 07:00,14.6,0.0,07.09.2019,07:00
07.09.2019 07:10,15.1,0.0,07.09.2019,07:10
07.09.2019 07:20,15.4,0.0,07.09.2019,07:20
07.09.2019 07:30,15.5,0.0,07.09.2019,07:30
07.09.2019 07:40,15.6,0.0,07.09.2019,07:40
07.09.2019 07:50,15.5,0.0,07.09.2019,07:50
07.09.2019 08:00,16.0,0.0,07.09.2019,08:00
07.09.2019 08:10,16.1,0.0,07.09.2019,08:10
07.09.2019 08:20,16.6,0.0,07.09.2019,08:20
07.09.2019 08:30,16.3,0.0,07.09.2019,08:30
07.09.2019 08:40,16.8,0.0,07.09.2019,08:40
07.09.2019 08:50,17.2,0.0,07.09.2019,08:50
07.09.2019 09:00,17.4,0.0,07.09.2019,09:00
07.09.2019 09:10,17.4,0.0,07.09.2019,09:10
07.09.2019 09:20,17.9,0.0,07.09.2019,09:20
07.09.2019 09:30,18.1,0.0,07.09.2019,09:30
07.09.2019 09:40,18.2,0.0,07.09.2019,09:40
07.09.2019 09:50,18.5,0.0,07.09.2019,09:50
07.09.2019 10:00,18.4,0.0,07.09.2019,10:00
07.09.2019 10:10,19.0,0.0,07.09.2019,10:10
07.09.2019 10:20,19.2,0.0,07.09.2019,10:20
07.09.2019 10:30,19.1,0.0,07.09.2019,10:30
07.09.2019 10:40,19.0,0.0,07.09.2019,10:40
07.09.2019 10:50,19.5,0.0,07.09.2019,10:50
07.09.2019 11:00,19.8,0.0,07.09.2019,11:00
07.09.2019 11:10,19.7,0.0,07.09.2019,11:10
07.09.2019 11:20,20.4,0.0,07.09.2019,11:20
07.09.2019 11:30,20.3,0.0,07.09.2019,11:30
07.09.2019 11:40,20.6,0.0,07.09.2019,11:40
07.09.2019 11:50,20.9,0.0,07.09.2019,11:50
07.09.2019 12:00,20.9,0.0,07.09.2019,12:00
07.09.2019 12:10,21.2,0.0,07.09.2019,12:10
07.09.2019 12:20,21.5,0.0,07.09.2019,12:20
07.09.2019 12:30,21.6,0.0,07.09.2019,12:30
07.09.2019 12:40,22.0,0.0,07.09.2019,12:40
07.09.2019 12:50,21.8,0.0,07.09.2019,12:50
07.09.2019 13:00,22.5,0.0,07.09.2019,13:00
07.09.2019 13:10,22.2,0.0,07.09.2019,13:10
07.09.2019 13:20,23.0,0.0,07.09.2019,13:20
07.09.2019 13:30,21.5,0.0,07.09.2019,13:30
07.09.2019 13:40,21.7,0.0,07.09.2019,13:40
07.09.2019 13:50,21.6,0.0,07.09.2019,13:50
07.09.2019 14:00,22.1,0.0,07.09.2019,14:00
07.09.2019 14:10,21.8,0.0,07.09.2019,14:10
07.09.2019 14:20,21.6,0.0,07.09.2019,14:20
07.09.2019 14:30,21.2,0.0,07.09.2019,14:30
07.09.2019 14:40,21.8,0.0,07.09.2019,14:40
07.09.2019 14:50,22.0,0.0,07.09.2019,14:50
07.09.2019 15:00,22.1,0.0,07.09.2019,15:00
07.09.2019 15:10,21.9,0.0,07.09.2019,15:10
07.09.2019 15:20,22.0,0.0,07.09.2019,15:20
07.09.2019 15:30,21.9,0.0,07.09.2019,15:30
07.09.2019 15:40,21.9,0.0,07.09.2019,15:40
07.09.2019 15:50,21.8,0.0,07.09.2019,15:50
07.09.2019 16:00,21.7,0.0,07.09.2019,16:00
07.09.2019 16:10,21.9,0.0,07.09.2019,16:10
07.09.2019 16:20,21.8,0.0,07.09.2019,16:20
07.09.2019 16:30,20.9,0.0,07.09.2019,16:30
07.09.2019 16:40,20.3,0.0,07.09.2019,16:40
07.09.2019 16:50,20.8,0.0,07.09.2019,16:50
07.09.2019 17:00,20.1,0.0,07.09.2019,17:00
07.09.2019 17:10,19.6,0.0,07.09.2019,17:10
07.09.2019 17:20,19.6,0.0,07.09.2019,17:20
07.09.2019 17:30,19.4,0.0,07.09.2019,17:30
07.09.2019 17:40,19.5,0.0,07.09.2019,17:40
07.09.2019 17:50,19.4,0.0,07.09.2019,17:50
07.09.2019 18:00,19.0,0.0,07.09.2019,18:00
07.09.2019 18:10,18.6,0.0,07.09.2019,18:10
07.09.2019 18:20,18.0,0.0,07.09.2019,18:20
07.09.2019 18:30,17.9,0.0,07.09.2019,18:30
07.09.2019 18:40,17.6,0.0,07.09.2019,18:40
07.09.2019 18:50,17.6,0.0,07.09.2019,18:50
07.09.2019 19:00,17.8,0.0,07.09.2019,19:00
07.09.2019 19:10,17.4,0.0,07.09.2019,19:10
07.09.2019 19:20,17.4,0.0,07.09.2019,19:20
07.09.2019 19:30,17.4,0.0,07.09.2019,19:30
07.09.2019 19:40,17.1,0.0,07.09.2019,19:40
07.09.2019 19:50,17.2,0.0,07.09.2019,19:50
07.09.2019 20:00,17.5,0.0,07.09.2019,20:00
07.09.2019 20:10,17.2,0.0,07.09.2019,20:10
07.09.2019 20:20,17.5,0.0,07.09.2019,20:20
07.09.2019 20:30,17.0,0.0,07.09.2019,20:30
07.09.2019 20:40,17.2,0.0,07.09.2019,20:40
07.09.2019 20:50,16.7,0.0,07.09.2019,20:50
07.09.2019 21:00,17.2,0.0,07.09.2019,21:00
07.09.2019 21:10,17.2,0.0,07.09.2019,21:10
07.09.2019 21:20,16.7,0.0,07.09.2019,21:20
07.09.2019 21:30,16.9,0.0,07.09.2019,21:30
07.09.2019 21:40,16.6,0.0,07.09.2019,21:40
07.09.2019 21:50,16.7,0.0,07.09.2019,21:50
07.09.2019 22:00,16.7,0.0,07.09.2019,22:00
07.09.2019 22:10,16.7,0.0,07.09.2019,22:10
07.09.2019 22:20,16.7,0.0,07.09.2019,22:20
07.09.2019 22:30,16.2,0.0,07.09.2019,22:30
07.09.2019 22:40,16.2,0.0,07.09.2019,22:40
07.09.2019 22:50,16.0,0.0,07.09.2019,22:50
07.09.2019 23:00,15.8,0.0,07.09.2019,23:00
07.09.2019 23:10,15.7,0.0,07.09.2019,23:10
07.09.2019 23:20,15.6,0.0,07.09.2019,23:20
07.09.2019 23:30,15.5,0.0,07.09.2019,23:30
07.09.2019 23:40,16.0,0.0,07.09.2019,23:40
07.09.2019 23:50,15.8,0.0,07.09.2019,23:50
08.09.2019 00:00,15.9,0.0,08.09.2019,00:00
08.09.2019 00:10,16.4,0.0,08.09.2019,00:10
08.09.2019 00:20,15.6,0.0,08.09.2019,00:20
08.09.2019 00:30,15.3,0.0,08.09.2019,00:30
08.09.2019 00:40,15.9,0.0,08.09.2019,00:40
08.09.2019 00:50,15.9,0.0,08.09.2019,00:50
08.09.2019 01:00,15.5,0.0,08.09.2019,01:00
08.09.2019 01:10,15.6,0.0,08.09.2019,01:10
08.09.2019 01:20,15.8,0.0,08.09.2019,01:20
08.09.2019 01:30,15.4,0.0,08.09.2019,01:30
08.09.2019 01:40,15.6,0.0,08.09.2019,01:40
08.09.2019 01:50,16.0,0.0,08.09.2019,01:50
08.09.2019 02:00,15.6,0.0,08.09.2019,02:00
08.09.2019 02:10,15.9,0.0,08.09.2019,02:10
08.09.2019 02:20,15.6,0.0,08.09.2019,02:20
08.09.2019 02:30,15.8,0.0,08.09.2019,02:30
08.09.2019 02:40,15.6,0.0,08.09.2019,02:40
08.09.2019 02:50,15.2,0.0,08.09.2019,02:50
08.09.2019 03:00,15.3,0.0,08.09.2019,03:00
08.09.2019 03:10,15.1,0.0,08.09.2019,03:10
08.09.2019 03:20,15.5,0.0,08.09.2019,03:20
08.09.2019 03:30,15.9,0.0,08.09.2019,03:30
08.09.2019 03:40,15.8,0.2,08.09.2019,03:40
08.09.2019 03:50,13.5,0.7,08.09.2019,03:50
08.09.2019 04:00,14.3,0.3,08.09.2019,04:00
08.09.2019 04:10,13.3,0.7,08.09.2019,04:10
08.09.2019 04:20,12.8,1.3,08.09.2019,04:20
08.09.2019 04:30,12.8,2.2,08.09.2019,04:30
08.09.2019 04:40,12.9,1.9,08.09.2019,04:40
08.09.2019 04:50,12.7,2.8,08.09.2019,04:50
08.09.2019 05:00,12.3,1.8,08.09.2019,05:00
08.09.2019 05:10,12.4,1.7,08.09.2019,05:10
08.09.2019 05:20,12.4,1.1,08.09.2019,05:20
08.09.2019 05:30,12.2,0.4,08.09.2019,05:30
08.09.2019 05:40,12.2,0.4,08.09.2019,05:40
08.09.2019 05:50,11.7,0.2,08.09.2019,05:50
08.09.2019 06:00,11.7,0.0,08.09.2019,06:00
08.09.2019 06:10,11.5,0.0,08.09.2019,06:10
08.09.2019 06:20,11.5,0.1,08.09.2019,06:20
08.09.2019 06:30,11.7,0.5,08.09.2019,06:30
08.09.2019 06:40,11.6,0.4,08.09.2019,06:40
08.09.2019 06:50,11.6,0.4,08.09.2019,06:50
08.09.2019 07:00,11.7,0.3,08.09.2019,07:00
08.09.2019 07:10,11.8,0.0,08.09.2019,07:10
08.09.2019 07:20,11.9,0.0,08.09.2019,07:20
08.09.2019 07:30,11.8,0.0,08.09.2019,07:30
08.09.2019 07:40,12.9,0.0,08.09.2019,07:40
08.09.2019 07:50,12.5,0.0,08.09.2019,07:50
08.09.2019 08:00,13.5,0.0,08.09.2019,08:00
08.09.2019 08:10,13.3,0.0,08.09.2019,08:10
08.09.2019 08:20,13.1,0.0,08.09.2019,08:20
08.09.2019 08:30,14.7,0.0,08.09.2019,08:30
08.09.2019 08:40,15.1,0.0,08.09.2019,08:40
08.09.2019 08:50,15.2,0.0,08.09.2019,08:50
08.09.2019 09:00,15.1,0.0,08.09.2019,09:00
08.09.2019 09:10,16.3,0.0,08.09.2019,09:10
08.09.2019 09:20,15.8,0.0,08.09.2019,09:20
08.09.2019 09:30,16.3,0.0,08.09.2019,09:30
08.09.2019 09:40,16.6,0.0,08.09.2019,09:40
08.09.2019 09:50,17.2,0.0,08.09.2019,09:50
08.09.2019 10:00,17.6,0.0,08.09.2019,10:00
08.09.2019 10:10,17.8,0.0,08.09.2019,10:10
08.09.2019 10:20,17.7,0.0,08.09.2019,10:20
08.09.2019 10:30,18.5,0.0,08.09.2019,10:30
08.09.2019 10:40,18.7,0.0,08.09.2019,10:40
08.09.2019 10:50,18.9,0.0,08.09.2019,10:50
08.09.2019 11:00,18.3,0.0,08.09.2019,11:00
08.09.2019 11:10,18.3,0.0,08.09.2019,11:10
08.09.2019 11:20,18.0,0.0,08.09.2019,11:20
08.09.2019 11:30,18.1,0.0,08.09.2019,11:30
08.09.2019 11:40,18.0,0.0,08.09.2019,11:40
08.09.2019 11:50,18.0,0.0,08.09.2019,11:50
08.09.2019 12:00,18.3,0.0,08.09.2019,12:00
08.09.2019 12:10,18.9,0.0,08.09.2019,12:10
08.09.2019 12:20,18.2,0.0,08.09.2019,12:20
08.09.2019 12:30,18.4,0.0,08.09.2019,12:30
08.09.2019 12:40,18.8,0.0,08.09.2019,12:40
08.09.2019 12:50,19.3,0.0,08.09.2019,12:50
08.09.2019 13:00,19.3,0.0,08.09.2019,13:00
08.09.2019 13:10,19.1,0.0,08.09.2019,13:10
08.09.2019 13:20,18.9,0.0,08.09.2019,13:20
08.09.2019 13:30,19.1,0.0,08.09.2019,13:30
08.09.2019 13:40,18.7,0.0,08.09.2019,13:40
08.09.2019 13:50,18.5,0.0,08.09.2019,13:50
08.09.2019 14:00,18.2,0.0,08.09.2019,14:00
08.09.2019 14:10,18.3,0.0,08.09.2019,14:10
08.09.2019 14:20,18.4,0.0,08.09.2019,14:20
08.09.2019 14:30,18.4,0.0,08.09.2019,14:30
08.09.2019 14:40,18.5,0.0,08.09.2019,14:40
08.09.2019 14:50,18.2,0.0,08.09.2019,14:50
08.09.2019 15:00,18.1,0.0,08.09.2019,15:00
08.09.2019 15:10,18.2,0.0,08.09.2019,15:10
08.09.2019 15:20,18.3,0.0,08.09.2019,15:20
08.09.2019 15:30,17.6,0.0,08.09.2019,15:30
08.09.2019 15:40,18.3,0.0,08.09.2019,15:40
08.09.2019 15:50,18.1,0.0,08.09.2019,15:50
08.09.2019 16:00,17.9,0.0,08.09.2019,16:00
08.09.2019 16:10,18.0,0.0,08.09.2019,16:10
08.09.2019 16:20,18.0,0.0,08.09.2019,16:20
08.09.2019 16:30,17.6,0.0,08.09.2019,16:30
08.09.2019 16:40,17.5,0.0,08.09.2019,16:40
08.09.2019 16:50,17.2,0.0,08.09.2019,16:50
08.09.2019 17:00,17.3,0.0,08.09.2019,17:00
08.09.2019 17:10,17.3,0.0,08.09.2019,17:10
08.09.2019 17:20,17.1,0.0,08.09.2019,17:20
08.09.2019 17:30,17.3,0.0,08.09.2019,17:30
08.09.2019 17:40,17.3,0.0,08.09.2019,17:40
08.09.2019 17:50,17.4,0.0,08.09.2019,17:50
08.09.2019 18:00,16.7,0.0,08.09.2019,18:00
08.09.2019 18:10,16.4,0.0,08.09.2019,18:10
08.09.2019 18:20,16.1,0.0,08.09.2019,18:20
08.09.2019 18:30,15.9,0.0,08.09.2019,18:30
08.09.2019 18:40,15.8,0.0,08.09.2019,18:40
08.09.2019 18:50,15.9,0.0,08.09.2019,18:50
08.09.2019 19:00,15.4,0.0,08.09.2019,19:00
08.09.2019 19:10,15.8,0.0,08.09.2019,19:10
08.09.2019 19:20,15.6,0.0,08.09.2019,19:20
08.09.2019 19:30,15.9,0.0,08.09.2019,19:30
08.09.2019 19:40,15.7,0.0,08.09.2019,19:40
08.09.2019 19:50,16.1,0.0,08.09.2019,19:50
08.09.2019 20:00,15.8,0.0,08.09.2019,20:00
08.09.2019 20:10,15.8,0.0,08.09.2019,20:10
08.09.2019 20:20,15.3,0.0,08.09.2019,20:20
08.09.2019 20:30,15.4,0.0,08.09.2019,20:30
08.09.2019 20:40,15.4,0.0,08.09.2019,20:40
08.09.2019 20:50,14.9,0.0,08.09.2019,20:50
08.09.2019 21:00,14.4,0.0,08.09.2019,21:00
08.09.2019 21:10,14.5,0.0,08.09.2019,21:10
08.09.2019 21:20,14.3,0.0,08.09.2019,21:20
08.09.2019 21:30,13.9,0.0,08.09.2019,21:30
08.09.2019 21:40,13.8,0.0,08.09.2019,21:40
08.09.2019 21:50,13.8,0.0,08.09.2019,21:50
08.09.2019 22:00,14.4,0.0,08.09.2019,22:00
08.09.2019 22:10,14.1,0.0,08.09.2019,22:10
08.09.2019 22:20,13.9,0.0,08.09.2019,22:20
08.09.2019 22:30,13.5,0.0,08.09.2019,22:30
08.09.2019 22:40,13.2,0.0,08.09.2019,22:40
08.09.2019 22:50,13.1,0.0,08.09.2019,22:50
08.09.2019 23:00,12.9,0.0,08.09.2019,23:00
08.09.2019 23:10,12.7,0.0,08.09.2019,23:10
08.09.2019 23:20,12.9,0.0,08.09.2019,23:20
08.09.2019 23:30,12.5,0.0,08.09.2019,23:30
08.09.2019 23:40,12.3,0.0,08.09.2019,23:40
08.09.2019 23:50,12.5,0.0,08.09.2019,23:50
09.09.2019 00:00,12.6,0.0,09.09.2019,00:00
09.09.2019 00:10,12.6,0.0,09.09.2019,00:10
09.09.2019 00:20,13.1,0.0,09.09.2019,00:20
09.09.2019 00:30,12.9,0.0,09.09.2019,00:30
09.09.2019 00:40,13.1,0.0,09.09.2019,00:40
09.09.2019 00:50,12.9,0.0,09.09.2019,00:50
09.09.2019 01:00,13.1,0.0,09.09.2019,01:00
09.09.2019 01:10,12.9,0.0,09.09.2019,01:10
09.09.2019 01:20,13.0,0.0,09.09.2019,01:20
09.09.2019 01:30,12.8,0.0,09.09.2019,01:30
09.09.2019 01:40,12.8,0.0,09.09.2019,01:40
09.09.2019 01:50,12.6,0.0,09.09.2019,01:50
09.09.2019 02:00,12.9,0.0,09.09.2019,02:00
09.09.2019 02:10,12.6,0.0,09.09.2019,02:10
09.09.2019 02:20,12.6,0.0,09.09.2019,02:20
09.09.2019 02:30,12.8,0.0,09.09.2019,02:30
09.09.2019 02:40,12.6,0.0,09.09.2019,02:40
09.09.2019 02:50,12.4,0.0,09.09.2019,02:50
09.09.2019 03:00,11.8,0.0,09.09.2019,03:00
09.09.2019 03:10,11.8,0.0,09.09.2019,03:10
09.09.2019 03:20,11.6,0.0,09.09.2019,03:20
09.09.2019 03:30,11.4,0.0,09.09.2019,03:30
09.09.2019 03:40,11.6,0.0,09.09.2019,03:40
09.09.2019 03:50,11.2,0.0,09.09.2019,03:50
09.09.2019 04:00,11.6,0.0,09.09.2019,04:00
09.09.2019 04:10,11.7,0.0,09.09.2019,04:10
09.09.2019 04:20,11.1,0.0,09.09.2019,04:20
09.09.2019 04:30,10.9,0.0,09.09.2019,04:30
09.09.2019 04:40,11.2,0.0,09.09.2019,04:40
09.09.2019 04:50,11.4,0.0,09.09.2019,04:50
09.09.2019 05:00,11.6,0.0,09.09.2019,05:00
09.09.2019 05:10,11.3,0.0,09.09.2019,05:10
09.09.2019 05:20,11.1,0.0,09.09.2019,05:20
09.09.2019 05:30,11.2,0.0,09.09.2019,05:30
09.09.2019 05:40,11.4,0.0,09.09.2019,05:40
09.09.2019 05:50,11.8,0.0,09.09.2019,05:50
09.09.2019 06:00,12.3,0.0,09.09.2019,06:00
09.09.2019 06:10,13.4,0.0,09.09.2019,06:10
09.09.2019 06:20,13.4,0.0,09.09.2019,06:20
09.09.2019 06:30,13.3,0.0,09.09.2019,06:30
09.09.2019 06:40,13.1,0.0,09.09.2019,06:40
09.09.2019 06:50,13.7,0.0,09.09.2019,06:50
09.09.2019 07:00,14.4,0.0,09.09.2019,07:00
09.09.2019 07:10,14.7,0.0,09.09.2019,07:10
09.09.2019 07:20,15.0,0.0,09.09.2019,07:20
09.09.2019 07:30,16.3,0.0,09.09.2019,07:30
09.09.2019 07:40,16.8,0.0,09.09.2019,07:40
09.09.2019 07:50,17.7,0.0,09.09.2019,07:50
09.09.2019 08:00,17.9,0.0,09.09.2019,08:00
09.09.2019 08:10,18.5,0.0,09.09.2019,08:10
09.09.2019 08:20,19.1,0.0,09.09.2019,08:20
09.09.2019 08:30,19.0,0.0,09.09.2019,08:30
09.09.2019 08:40,19.9,0.0,09.09.2019,08:40
09.09.2019 08:50,19.5,0.0,09.09.2019,08:50
09.09.2019 09:00,18.4,0.0,09.09.2019,09:00
09.09.2019 09:10,18.9,0.0,09.09.2019,09:10
09.09.2019 09:20,18.9,0.0,09.09.2019,09:20
09.09.2019 09:30,19.1,0.0,09.09.2019,09:30
09.09.2019 09:40,19.2,0.0,09.09.2019,09:40
09.09.2019 09:50,19.7,0.0,09.09.2019,09:50
09.09.2019 10:00,19.1,0.0,09.09.2019,10:00
09.09.2019 10:10,19.6,0.0,09.09.2019,10:10
09.09.2019 10:20,19.9,0.0,09.09.2019,10:20
09.09.2019 10:30,20.8,0.0,09.09.2019,10:30
09.09.2019 10:40,20.5,0.0,09.09.2019,10:40
09.09.2019 10:50,20.9,0.0,09.09.2019,10:50
09.09.2019 11:00,21.4,0.0,09.09.2019,11:00
09.09.2019 11:10,20.9,0.0,09.09.2019,11:10
09.09.2019 11:20,20.9,0.0,09.09.2019,11:20
09.09.2019 11:30,21.5,0.0,09.09.2019,11:30
09.09.2019 11:40,21.0,0.0,09.09.2019,11:40
09.09.2019 11:50,21.6,0.0,09.09.2019,11:50
09.09.2019 12:00,21.9,0.0,09.09.2019,12:00
09.09.2019 12:10,21.9,0.0,09.09.2019,12:10
09.09.2019 12:20,21.9,0.0,09.09.2019,12:20
09.09.2019 12:30,22.2,0.0,09.09.2019,12:30
09.09.2019 12:40,22.3,0.0,09.09.2019,12:40
09.09.2019 12:50,22.3,0.0,09.09.2019,12:50
09.09.2019 13:00,22.5,0.0,09.09.2019,13:00
09.09.2019 13:10,22.1,0.0,09.09.2019,13:10
09.09.2019 13:20,22.5,0.0,09.09.2019,13:20
09.09.2019 13:30,22.4,0.0,09.09.2019,13:30
09.09.2019 13:40,22.6,0.0,09.09.2019,13:40
09.09.2019 13:50,22.0,0.0,09.09.2019,13:50
09.09.2019 14:00,22.1,0.0,09.09.2019,14:00
09.09.2019 14:10,22.1,0.0,09.09.2019,14:10
09.09.2019 14:20,22.2,0.0,09.09.2019,14:20
09.09.2019 14:30,22.3,0.0,09.09.2019,14:30
09.09.2019 14:40,22.2,0.0,09.09.2019,14:40
09.09.2019 14:50,22.4,0.0,09.09.2019,14:50
09.09.2019 15:00,21.7,0.0,09.09.2019,15:00
09.09.2019 15:10,21.9,0.0,09.09.2019,15:10
09.09.2019 15:20,21.8,0.0,09.09.2019,15:20
09.09.2019 15:30,21.8,0.0,09.09.2019,15:30
09.09.2019 15:40,21.9,0.0,09.09.2019,15:40
09.09.2019 15:50,21.7,0.0,09.09.2019,15:50
09.09.2019 16:00,21.6,0.0,09.09.2019,16:00
09.09.2019 16:10,21.6,0.0,09.09.2019,16:10
09.09.2019 16:20,21.4,0.0,09.09.2019,16:20
09.09.2019 16:30,21.3,0.0,09.09.2019,16:30
09.09.2019 16:40,21.1,0.0,09.09.2019,16:40
09.09.2019 16:50,20.9,0.0,09.09.2019,16:50
09.09.2019 17:00,20.9,0.0,09.09.2019,17:00
09.09.2019 17:10,20.7,0.0,09.09.2019,17:10
09.09.2019 17:20,20.5,0.0,09.09.2019,17:20
09.09.2019 17:30,19.1,0.0,09.09.2019,17:30
09.09.2019 17:40,18.6,0.0,09.09.2019,17:40
09.09.2019 17:50,18.4,0.0,09.09.2019,17:50
09.09.2019 18:00,18.0,0.0,09.09.2019,18:00
09.09.2019 18:10,17.3,0.0,09.09.2019,18:10
09.09.2019 18:20,16.9,0.0,09.09.2019,18:20
09.09.2019 18:30,16.7,0.0,09.09.2019,18:30
09.09.2019 18:40,16.8,0.0,09.09.2019,18:40
09.09.2019 18:50,16.2,0.0,09.09.2019,18:50
